Boogie Down Productions,diggi,tcha,productions,widdy,tings,stylee,gal,vous,kenny,bye,controls,wan,bronx,metaphysical,dong,chem,reggae,pom,cos,perk,icu,kyant,violence,parker,fi,industries,edutainment,hah,african,egyptians,poetry,they8217re,mcboo,we8217re,racist,chat,posse,it8217s,i8217m,whick,bloo,stardom,abraham,ignorance,inna,boogie,jamal,america,freddie,kam
Brand Nubian,probable,muthaphucka,sharpens,godz,cos,troublin,alamo,pu,derek,frowning,nu,grains,rochelle,borns,mystery,courtland,hut,ragtime,trusting,bubblin,maxwell,liner,everthings,introchorus,dedicate,dread,aiyyo,sincere,bye,dreadlock,wiv,mankind,x,micraphone,brand,grand,lg,battlefield,civilize,knot,eliminate,knowledge,cipher,ep,bronx,flam,treble,tock,laura,expenses
Busta Rhymes,flipmode,conglomerate,opin,yah,wildin,niggas,courvoisier,dinco,shit,rowdy,digga,aeiyo,oonu,rampage,nigga,bottoms,di,squad,cmon,grinch,goooooooo,hah,inna,lalalala,rah,yuh,arab,cha,reptar,spliff,milo,format,yup,bah,woo,laaaa,liberian,mi,bounce,ramp,mek,oooooooooooo,sham,anarchy,introoutro,marsha,bitches,wylin,dah,violator
De La Soul,meany,oodles,jenifa,aaah,oooh,buddy,jenny,lawd,de,ic,p2,os,skeezer,trugoy,paul,jody,luuden,fulltime,merc,hello,tunin,nonstop,gmc,trenches,potholes,chattanooga,whipper,beepers,native,rrrr,recording,stakes,doo,abstract,millie,pitched,padlock,daisy,saturday,peas,sung,collab,contestants,wearer,dave,contestant,posdnous,bizmark,plugs,reverand
Diddy,que,remix,peaches,dep,delivery,benjamins,112,understands,alllll,shit,harlem,youknowhatimsayin,niggas,yearning,repeat,goodfellas,pd,satisfy,wana,te,roxanne,courvoisier,yep,expression,diddys,puffy,nigga,loon,bentley,ture,cmon,nz,fk,gansta,por,iiiiiii,preciate,curl,kain,justin,goodfella,playa,spoilers,brawlers,aiyyo,combs,callers,belongs,dial,francis
Digable Planets,easin,funk,swoon,jettin,units,mecca,crooklyn,insect,butterfly,ladybug,jazz,doodle,flams,marx,creamy,nickel,plaits,joyce,norm,junk,spaces,trane,digable,dat,baggy,sundays,slicker,psychedelic,manchu,rhythms,jams,jive,boomin,fluent,sugars,insects,nappy,vibin,naps,duds,ladybugs,kamali,butterflys,felts,pestilent,blooms,cocoons,mumias,nikki,haps
DJ Jazzy Jeff & The Fresh Prince,hyped,shadow,charlie,tig,aaooww,teresa,monotony,sumthin,aaoww,uppercut,twinkle,wheelz,jj,tic,mum,numero,limo,jazzys,oowww,dj,girlie,chitty,riggidy,bettys,bel,djs,skool,deejays,toots,blinker,jeffrey,groove,psyched,literary,candlelight,jockey,pup,beatbox,transformer,astounding,goodman,ooww,mx,honked,mellie,kickin,naa,fila,cruisin,musical
DMX,arf,diggy,niggas,tiiiime,catz,grrr,shit,beee,dogs,nigga,fuck,gots,dang,gon,bloodline,fassy,kato,dogz,wha,fog,phaze,boom,cats,fk,yonkers,slugs,touchy,clubbin,ayo,aiyyo,bitches,oooohhhhh,bitch,dog,slipping,wit,nutt,summin,untouchable,x,motha,dawg,somthin,uhh,bark,cruddy,un,bouncin,blam,dm
Eve,tambourine,lovell,whistlin,bombshell,aiiyo,eves,breaka,fk,philly,ugh,drag,mimi,ryder,dogz,babygirl,guessing,shit,scorpion,woo,v,satisfaction,niggas,wcw,evey,bitches,whistle,pinned,blond,din,nitro,whiling,ain,pearls,cris,fkin,touching,chips,stallin,repeat,coz,streetz,bernie,boyfriend,bigg,trina,deliver,blondy,onget,ryderzruff,thougth
Fugees,giggles,refugees,vocab,softly,laaah,strumming,refugee,unh,reconcile,lalala,cheeba,prakazrel,ting,oooh,zealots,prazwell,rashad,zion,skippity,tronic,elec,adjusting,zen,jacques,la,brackets,fugee,recharge,ichi,jericho,haitian,armies,babylon,youknowimsayin,haitis,alors,percenter,zaire,vous,november,blunted,zsa,manifest,gab,libra,je,strummin,praswell,everythings,ay
Gang Starr,positivity,militia,steez,chumps,tons,hiney,gusto,surprisingly,devestating,primo,influential,scratches,riot,gotch,dop,betrayal,mcs,manifest,premiers,suckers,foxxx,gangstarrs,punks,escalate,jeru,jazz,lyn,theory,greg,gifted,foolproof,duelin,illest,stifle,relaxation,decree,greedier,arena,scratched,universal,conspired,soliloquy,surpass,execution,remains,bumpy,shit,faking,heavies,trife
Ghostface Killah,starks,woodrow,tush,aiyo,toney,staten,stark,ghost,delivery,youknowhatimean,ironman,maxine,stapleton,trynna,clarks,robes,fk,niggas,cappadonna,island,mattola,shit,iron,tony,fuck,bush,airbrush,chauncey,tonys,tops,trife,bangles,bicardi,mooney,greedy,wally,darts,aha,aiyyo,spades,ditty,narcs,meth,nigga,shaolin,wtc,rae,wardrobe,juks,studded
Grandmaster Flash & the Furious Five,shoo,wantcha,din,creole,gra,zodiac,cowboy,stevie,flash,scorpio,oah,ahahahaha,aiyyy,furious,mel,whoa,raheem,virgo,higher,capricorn,aquarius,repossessed,blossoms,pickpockets,rik,augustus,trainee,ha,mccoy,lovers,vanderbilt,dell,fandango,peddlers,deans,eta,panhandlers,fas,shy,ness,sez,midrange,sal,burglars,evrybody,bun,transplant,swaying,hooooooo,mambo
Grandmaster Flash,survival,dop,supernat,fastest,1987,grafitti,raah,breakers,flygirl,winners,herc,underarms,wrapped,flash,grandmasters,ramo,djs,millon,odor,birthday,breakdown,ba,mel,cutting,caddys,survive,rocked,cowboy,cuase,dusk,slightest,swirl,siege,sasson,choise,piggies,serenades,latifa,headspin,entangled,michelangelos,unitin,ghengis,grocers,glowed,arranged,annihilate,shark,drives,invitation
G-Unit,yaha,yayo,iam,nutts,tha,gggggg,nigga,soliders,ur,wan,somebooooody,fk,boyyyy,niggas,mats,bm,yousta,gggga,stunt,wen,xxxxx,niggah,shit,thang,houndin,fked,shawty,shooter,meow,stones,ment,cig,tony,ova,underdogs,buddy,wat,bitch,naggin,shells,te,southside,toaster,hummer,fuck,64,donk,gunit,herme,poinry
GZA,amplified,breaker,genius,swords,instructions,trample,cra,yugo,celebs,execs,superlogical,extorted,steels,currents,abstract,shogun,errors,basic,removed,sample,producers,duel,mcing,arctic,fk,lively,energized,shovels,rodriguez,shams,explored,vessel,mcs,shatter,hebrew,crunchy,chiefs,toucan,rec,processing,asserted,imi,panes,wisp,amputator,shadowboxin,perferred,ftf,saltwater,wallowed
Immortal Technique,revolutionary,que,revolution,countries,goonies,mierda,democracy,harlem,3rd,martyr,resources,corporate,aztec,homeland,corporations,paramilitary,terrorists,government,laden,latino,overthrow,gente,stronghold,america,propaganda,cia,economic,funded,racist,lantern,slavery,conservative,mythology,revolucion,socialist,guerrilla,warfare,freedom,glittering,manufactured,monetary,noriega,political,psychology,iraq,pharoahe,rampant,revolutionaries,terrorism,culture
Inspectah Deck,rec,brothaz,ins,staten,siny,rebel,10304,uncontrolled,plo,sos,darts,fisk,terminology,femme,echoin,writes,scratcher,thell,shaolin,donnie,toxi,aiyo,bloodsport,specialist,clansman,asia,stereotype,sword,gritty,medallions,killa,highness,growl,enforcin,invent,restore,nursed,manhattan,thrower,chea,urban,lootin,trynna,streetlife,2009,champion,metro,stinger,ayatollah,fierce
Jadakiss,ns,mmwwaa,champ,peachy,muah,fuc,bubba,sullivan,handlers,doped,raspy,niggas,gunsll,jasmine,cruisin,crispy,keen,torture,extort,un,author,confiscate,nigga,justification,pushers,wit,shit,hangover,violatin,louch,hoods,contr,methadone,whomp,shine,dutch,downright,blatantly,tonights,nicks,hawk,rs,ai,tchka,trillion,anthems,gon,tres,overpowers,trackmasters
Ja Rule,inc,murda,vita,begotten,mpire,niggas,murdera,nigga,sy,murdah,irv,murderers,tha,treez,meanz,gotti,ohhhh,bitches,leo,fuck,slugz,doggz,murder,shit,demise,fk,murderas,wit,caller,feared,slugs,holla,takinem,hoodstock,mys,ig,reign,ashanti,haha,btch,bitch,tah,gunz,gangstas,lonely,da,babyyy,ohhh,murderous,windsheild
Jay-Z,roc,jigga,swagga,izz,ody,bleek,marcy,gi,geyeah,sigel,ide,ge,fella,brooklyn,hova,memph,missing,99,naz,amil,jaz,uhh,jockin,tomarrow,nggaz,ri,niggas,lalala,ke,mamis,nigga,mami,hustler,geah,beanie,shit,bah,hunnid,praising,thoo,shawn,neef,bach,paging,bounce,fuck,adi,carter,hovah,holla
Jedi Mind Tricks,hologram,blanked,probes,dd,pagans,terrestrial,allah,cerebral,suf,esoteric,pharaohs,ancient,verbal,elohim,tibetan,pharaoh,overstand,portals,colony,disagreeable,torture,backless,spiritual,divine,dimensions,spawned,fluke,galaxy,particles,adored,pharoah,communion,beings,outerspace,ominous,illadelph,priest,judas,mortals,cathedral,dumbin,celestial,chines,heyo,ezekiel,kimet,allahs,scientifical,transmit,discover
Jungle Brothers,jimbrowski,meany,jbeez,woh,freakin,dina,sammy,beeds,drivin,buddy,recess,dready,yawl,brothers,yie,jimmy,beez,native,scats,kangaroos,funky,vibes,bam,hut,bra,zigga,usage,ultramagnetic,ahhh,prophesized,tribes,yippee,posdnous,blight,treetop,kalled,mike,marryin,ritual,vine,vibe,jb,sh,intrusion,slitting,vip,motherland,monie,incredibly,wooh
Kid Cudi,nite,wylin,hooo,stoner,trippy,wowie,lanes,cleveland,runaway,yeaaaah,loner,aite,maui,zonin,wherell,switchin,na,afterwards,unfuckwittable,ew,eww,oooh,galactic,duper,nanananananana,lalala,lonely,floating,rager,yammin,whoa,hazy,whoaa,leaner,solar,maniac,whoooa,uck,goneee,x3,worries,soundtrack,salutations,honolulu,helpful,motherfucka,cus,bape,intriguing,4get
Kool G Rap,giancana,censored,cakes,headcrack,bosss,underworld,gotsta,executioner,jakes,tec,sidewalks,cider,quoti,jan,widow,niggas,shit,cee,queens,operations,coroners,nigga,fort,slugs,nore,cana,skylights,youuuuuuu,xi,honory,pledgin,quot,boons,barcaleno,wig,copping,mines,pap,ta,clicks,bgf,grandest,sables,magnifico,electrocution,costello,rons,feeler,skyscrape,snapshots
Kool Keith,na,blackula,dibble,truckers,buttcrack,defecate,panties,125th,morgue,maxin,balmer,gto,dabble,intruder,santiago,sa,octagon,27,ampex,blam,esham,director,backpacks,thongs,beee,pontiac,14th,urinate,clifton,defecation,dorados,alligators,photographer,mane,bodyguards,bronx,spaceships,promoter,asscrack,piss,lingerie,greyhound,turnpike,tampax,saucers,doodoo,diesel,basketball,meee,robots
KRS-One,overseer,reigns,vroom,bogle,bronx,edutainment,survivin,freee,simone,lyric,rita,consciousness,culture,teacher,metaphysical,unify,hoppers,bap,blaow,de,democracy,efx,ahhhhhhhhhh,inebriated,spiritual,unity,server,uhh,mc,temple,mcs,anita,gwan,pout,replied,eee,knowledge,teachin,lyrical,strivin,woop,factual,awareness,bink,das,philosophy,philosophers,dee,underground,kenny
Kurtis Blow,aj,basketball,ruled,daydreamin,yeahh,transformers,bronx,slaving,breaks,employed,stere,pearls,showdown,boogie,overtime,stranger,cheered,vicki,annoyed,blues,fancy,awright,wilt,guitar,stories,brakes,clocks,sleigh,limousine,bricklayer,timbales,casanovas,cpa,razz,wilkins,bambaatta,someplace,clop,umpires,complicatin,babyyyyyyy,vickis,sureshot,shonuff,fannie,timess,chalet,diamons,halston,agony
Lauryn Hill,pom,romp,guantanamera,jerusalem,intentional,mera,joyful,guan,tana,conquering,pa,matters,deception,inequity,skribble,social,thy,reciprocity,owed,gladness,thee,yuh,theyve,freedom,sparrow,oahh,meeee,traditions,watches,majority,standard,obligation,thine,meeeeeee,realizing,desperately,drum,sweetest,eee,giver,harms,victory,inspire,loving,trough,rainbow,gratis,housetop,sincera,crecen
Lil' Kim,peeved,ceas,vivrant,dut,heartbreaker,whoa,lil,mwah,licks,toppa,toot,fk,ich,benzino,beehive,bitch,kimmy,respirator,peaches,guna,nz,marmalade,junior,kims,download,lighters,pam,niggas,sumin,shanice,realms,shit,audacity,bella,coucher,jaguar,patron,brooklyn,stuy,gal,waan,mmm,french,rkelly,fked,tahiti,qb,gangsta,pa,lingerie
LL Cool J,diggy,farmers,motherland,buckin,relic,todd,jlo,goat,hollis,queens,funkadelic,sprung,und,uhh,ynahmean,loungin,thatcha,milky,bells,lls,clowin,heartbeat,fatty,nicht,cobbler,yknowimsayin,le,aeiyo,funky,niggy,hush,ls,l,youknowimsayin,whoooo,boulevard,jinglin,diggedy,knowimsayin,dontcha,whassup,smith,canibus,ole,creators,march,cos,gotts,rougher,anutha
Mary J. Blige,kn,searching,whoa,skycap,whatsup,confrontation,pms,411,breakthrough,ooh,marys,waterfalls,mending,mjb,someday,tra,rainy,loving,sincerity,asunder,perculatin,babe,hun,realy,valentines,shines,memories,flying,testimony,hmmm,hateration,rainbows,nowhere,stronger,someone,lifetime,changes,satisfied,ohhhh,meantime,whenever,unto,heyy,complete,nono,ooooh,joy,deny,vu,dejavu
Mase,twyla,harlem,stase,huddy,hud,meeno,betha,loon,becky,cuda,gina,teamsters,cardan,ohyeah,whoooa,prettiest,julie,worldll,gatts,mamacita,fk,niggas,blinky,nigga,rolley,suave,cancun,wit,suvs,700,chimney,carriage,mysonne,waive,droll,evrybody,motherfker,repeat,bethas,arraign,puffy,cris,z3,gonn,imma,stretch,chu,slash,cats,izzy
Masta Killa,ding,allah,chika,deh,reknowned,arief,sworn,mantis,tilden,craftsman,gath,trynna,salam,shamel,justice,dart,compromisin,pussyhole,shaolin,verrazano,nursin,lafayette,informer,crafted,brooklyn,bloodstream,coughs,chivalry,canteen,imports,ba,toney,nook,lohan,akbar,darts,killa,agreed,silverback,cavalry,iron,grasp,assumption,universe,calculated,duh,stimulated,housing,chicka,cozy
MC Lyte,ruffneck,positively,lola,deejay,ficky,ain,absolutely,dopest,mc,brooklyn,logics,momll,90s,georgie,hoppers,enlarge,porgie,anna,climbers,poom,companion,coz,y,roseanne,sam,fk,squish,female,libra,fooled,hypin,ruffnecks,rickys,sagitarius,druglord,cram,thus,crowbar,parkay,boredom,clawin,bango,picturesque,twine,oopsy,bubblebath,dapped,tisk,virgo,fess
Meek Mill,paulie,levels,liv,bieber,maybach,rozay,muf,gametime,blap,kings,tryna,shawty,downn,miley,mufuckin,ckin,nigga,niggas,youngin,cyrus,nigger,balling,boss,justin,benji,racks,kony,carlo,tonys,yeaa,mmg,757,bitch,shit,monte,rolly,heared,birkin,milly,ck,spitter,vogues,swag,toasts,waiter,panamera,hammers,duffle,doa,backboard
Method Man,tical,meth,plo,staten,gilla,yameen,fisk,shaolin,aka,studd,torture,carlton,trynna,johnny,stat,verrazano,armaggedeon,niggas,streetlife,squealing,teasin,aiyo,stimulation,aiy,mcgirt,trout,chambers,judgement,billing,ruckus,killa,dolemite,resevoir,owls,lasting,shit,fuck,stimuli,blaow,nigga,elect,countdown,sword,bredren,lung,headset,ringed,petrified,buddha,vs
Mobb Deep,infamous,dunn,queensbridge,thun,41st,qbc,havoc,qb,prodigy,duns,hav,niggas,abouts,shit,queens,dun,nigga,cowardly,dunns,bent,hallways,slugs,muzik,fk,halfway,aiyyo,fuck,killt,hectic,muzak,clapped,numerous,shook,heyyyy,alchemist,guns,cmere,project,p,knowhatimsayin,clink,rottin,nuns,shorty,crooks,mines,billas,memorise,ej,believes
Mos Def,undeniable,mau,unite,bah,claro,cav,simmer,brooklyn,dante,dah,blak,ecstatic,boogieman,ge,ahs,ir,incline,whoahhhh,katrina,hurricane,flaco,magnetic,pharoahe,understandin,booka,cyclical,travellin,oasis,illusions,ces,umi,bismillah,sugar,stuy,speedin,radiate,blackstar,sufferers,hidin,boogie,universal,weee,womp,diallo,licensed,behaved,officially,fabulous,images,compassionate
Nas,chie,disciple,wally,queensbridge,oo,bravehearts,qb,dumbs,braveheart,ruled,escobar,niggas,esco,nasir,nastradamus,illmatic,thiefs,shan,gga,thugz,virgo,jung,gangsters,queens,prisoners,qbc,chacun,nasll,olu,shit,hott,mega,extended,colours,nass,41st,mn,shotz,bravehearted,dunn,nigga,cormega,firm,beemers,understandable,brazilian,foxy,project,cigars,snorkels
Naughty By Nature,opp,illtown,dadi,ladi,craziest,cos,ohhhh,hooray,neighbourhood,webber,fk,klick,118,poom,shrinkin,potato,kitten,rottin,mourn,beelow,naughtys,rhymell,connections,gones,pss,drifter,motherfkin,wickedest,mook,kaygee,bruisin,tippy,aphrodite,hennys,ta,motherfkers,spangler,adulthood,overtones,mercifully,kow,newark,jump,iss,witha,hustlers,shivers,pertained,tatt,witta
Nicki Minaj,raah,roman,dungeon,barbie,dutty,sw,voom,dragon,shitted,na,rah,blazin,gyal,icecream,beez,dominoes,mu,gudda,endorse,mi,yooo,thus,lewinsky,ling,bitches,monroe,roger,cupids,eh,typo,tossed,cone,handstand,yen,lollipop,haffi,wen,flyer,ba,knockout,holiday,silencing,groan,shawty,li,marilyn,replay,starships,boom,nick
The Notorious B.I.G.,dinin,playahh,winin,uhh,unbelievable,clicks,icu,tote,shit,biggies,btch,downfall,motherfuckers,sidekicks,niggas,poppa,nias,fuck,nigga,gonja,frank,pressin,hooker,wiggity,squeeze,rum,habits,brooklyn,juggle,illest,duets,gat,fuckin,junior,bitch,hypnotize,fckin,clits,2006,blunts,flashy,winbush,ih,baka,cees,gall,rockaway,loungin,witcha,consignment
Ol' Dirty Bastard,za,rawww,ason,zz,mcgirt,zoo,duh,nuh,stinkin,shimmy,su,roc,ticklin,taping,zu,sniffs,brooklyn,hut,clang,joni,funkier,dirt,dun,ralphie,sik,blaaow,dirty,yi,jon,icp,goodies,dnn,aspired,meeno,powerfully,illlll,cleverest,resound,superlogical,stickball,ammonia,gab,cunningham,knowimsayin,opie,ruffer,chub,osirus,doo,specialty
Public Enemy,niga,swindlers,phisticated,revolutions,coincidence,33,terminator,solutions,revelations,madd,allright,unstoppable,bedlam,whatcha,terrordome,agent,terminators,huahh,cointel,iz,politics,dat,crayola,baaaaaad,bluntz,lookout,lemme,cracka,revelation,cmon,stax,louies,truss,hardcore,racism,defy,governments,revolution,rebel,iii,afternoon,13,s1s,sgt,miuzi,haves,believes,gatt,cia,corrupt
Q-Tip,bom,vivrant,meany,chu,hooking,abstract,de,thus,buddy,tonite,ummah,saadiq,slighted,corretta,consummate,raphael,loving,hideaways,grumpy,lull,fighting,funkmaster,nooks,infidel,uninvited,kamal,sprits,jibs,certainly,rung,hasty,fraternity,easier,belief,looky,chivalry,intertwine,duds,thangin,leaguers,coos,distinctive,corridors,contend,kennedys,mixes,scavengers,greasing,coral,conspiracies
Queen Latifah,merrily,badness,cue,joined,travlin,pom,brightens,elements,positivity,sweethearts,strutting,likkle,wrath,plex,weeping,gladness,overjoyed,whatsoever,ramsey,huff,cooling,among,creme,affliction,georgia,command,monie,willow,swoll,simply,enable,winters,composures,insain,wis,uncrowned,goy,reverie,45,bowl,specimen,conversating,desperately,stereotypes,oooh,infinity,quoting,systematically,expands,premisis
Raekwon,shaolin,rae,chef,aiyo,shallah,youknowhatimsayin,caramel,niggas,youknowhatimsaying,linx,pecan,starks,knowhatimsayin,yae,hil,shit,clarks,scarfaces,sundaes,mailing,lex,cuban,duh,jakes,yaknowhatimsayin,fudge,fuck,nigga,politic,yal,ditto,twirl,unconquerable,swade,staircases,ghana,poisonous,french,eh,deluxe,whattup,aiyyo,salvation,staten,allah,rugers,incarcerated,son,undaground,boating
Rakim,ra,persuasive,allah,tengo,punish,militia,spontaneous,barrington,yknow,boldest,contagious,scenes,allahs,anxious,dubar,porque,soloist,universe,levy,guessin,tu,visual,naw,returns,yaknahmean,cama,existed,si,rotated,harnesses,streetll,knowledging,proteins,inorganic,solids,pages,radiate,ist,bis,maximum,te,organic,individuals,timeless,mirages,amazons,skylines,theoretical,misma,networking
Redman,gilla,doc,muh,doggz,dirrty,coc,ppp,funk,funkadelic,meth,gorillaz,reggie,bak,newark,brick,fucka,luva,tical,spock,erick,aiyyo,jerz,darkside,wa,youuuuu,stalk,blaow,pancake,noble,cosmic,jersey,knotty,unruly,murray,bricks,sermon,dat,gorilla,fuck,treez,lod,alota,shit,chickenhead,malpractice,stinkin,mutherfker,muhfucka,boogee,barks
Run-D.M.C.,tricky,hollis,tr,adidas,devestating,jammin,jam,riff,perfection,dabba,beatboxing,guitar,queens,stiggidy,rev,gina,illin,afros,dmcs,master,liggy,simmons,homeboy,tougher,ave,jays,pause,ahhh,whoo,ruler,dum,84,depths,runs,nooooooo,jims,lama,1983,jmj,galore,nimble,sucker,tengo,djs,dephts,lends,recital,mecca,ducked,kings
Salt-N-Pepa,mario,shoop,doop,denton,syncopated,noises,gamin,independent,oooo,salts,somma,ba,somebodys,cher,hurb,sandy,deffer,sexy,peps,mixboard,nerves,turntable,doper,stepper,empress,hurby,fella,hyped,tramp,drumroll,postive,irritation,automation,grandmasters,whoe,sadder,putt,gitty,disturbed,express,pertained,cuz,roper,poom,spends,deserve,salty,negro,groove,magic
Schoolly D,cheeba,filas,aqua,lleyo,deejays,psk,didja,gangbanger,badass,teens,whitey,zula,catcha,haired,blackman,prankster,towin,nigger,sometime,plumber,kitches,coqui,gankin,faggot,suckah,baa,code,gased,cs,girlies,hummin,dusted,muthafucka,brotherman,sis,ladi,gramps,nighty,ehm,submerge,uneducated,swigger,funky,popcorn,supernatural,muthafuckin,sucker,caine,filler,lynn
Slick Rick,withdrew,doug,davy,scooby,shay,hiya,vance,dooby,ruler,advisor,ditty,enforces,gosh,scratched,depart,hon,alonell,ported,although,darn,divorces,crockett,accumulating,doo,nonell,lalalala,di,firmament,gable,trifer,saltin,snooping,embarassment,dishonest,faultin,datty,pullers,girlie,octopus,kit,tenderloin,flirts,fume,patch,finds,pharoahes,hooker,cetera,frontier,deploy
Styles P,ohhhhh,kite,holiday,ghost,niggas,dutch,ohhhhhhhhhhhhhhh,nigga,paniro,tes,haze,iam,styles,fy,kon,shit,gentleman,gangster,akon,sacrafice,mario,p,louch,gnac,ryder,fuck,whoaaaa,piff,erybody,hawk,highhhh,poring,conway,ohhhhhhhhhhhhh,pinero,fired,oughta,dutchie,message,airs,whaddup,vinny,handgun,gary,dealin,muhfuckers,az,hippies,geyeah,konvict
Talib Kweli,clak,blacksmith,bah,kwe,dah,rainbows,offa,deliver,ro,yoyoyo,rawkus,th,eardrum,ghet,ichiban,abdominal,cloak,brooklyn,maaaaaaaaan,grae,revolution,millionaire,navigate,tek,amazin,soundbombing,blackstar,cousins,ture,pa,avery,revolutions,consumers,reflection,freedoms,pharoahe,jean,bizarre,carefree,nawimsayin,spiritual,flatbush,yup,shit,3rd,niggas,lockin,bk,hesitation,voiceless
The Diplomats,aiyoo,freeky,taliban,killa,zeek,byrd,suttin,rowdy,aiite,jones,jr,sandles,diplomat,dips,revoir,harlem,40th,145th,channels,hustla,immunity,diplomatic,capo,movements,roc,whoadie,platt,cinnamin,muchacho,bounce,dip,clocking,gangstas,papo,whant,oozies,harlems,adios,movement,lennox,handles,sequal,slaughters,sas,au,stuntin,shaft,ma,clockwise,woah
The LOX,fooled,louch,niggas,koochie,wuz,jenny,paniro,fk,poppa,sill,vipe,mmwwaa,luch,envolved,arf,keenen,pringle,shit,tightened,mommies,styles,tha,optimum,furnish,wha,porche,videotape,fking,lb,yonkers,hunnies,chall,ayo,wit,shelltops,setchu,bakeries,dilinger,cocksucker,hugh,nutin,jiggy,copping,nigga,mississippi,wayans,override,rinsed,tentacle,carrero
The Roots,zen,riq,grits,mm,tha,illadelph,bop,complexity,illadel,leonard,objects,popcorn,philly,stimulatin,phila,riddlin,mellow,straighten,hus,mommys,illa,lighter,dynasty,tant,lovely,lighthouse,heh,travolta,contents,sherrif,bahamadia,wop,blah,essay,groovy,silently,aiyyo,crumbs,square,proceed,treatment,phi,getters,illi,yamean,dancehall,lyrically,abstract,tro,neglecting
